0.25,1.0
1.0,1.0
0.0,0.05
0.0,1.0
0.1,0.1
0.05,0.05
0.35,1.0
0.1,0.2
0.0,0.0
0.0,0.0
0.0,0.0
0.05,1.0
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.7
0.0,0.0
0.8,1.0
0.0,1.0
1.0,1.0
0.25,1.0
0.0,1.0
0.0,0.0
0.1,0.7
0.0,1.0
0.0,0.8
0.0,0.0
0.0,1.0
0.4,0.9
0.0,1.0
0.05,1.0
0.0,0.3
0.0,1.0
0.0,0.05
0.1,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.05
0.0,0.25
0.0,1.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,1.0
1.0,1.0
0.0,0.0
0.05,1.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.05,1.0
0.0,0.65
0.0,0.0
0.0,0.0
0.0,0.05
0.0,0.0
0.0,0.15
0.0,1.0
0.0,0.0
0.05,1.0
0.0,1.0
0.05,1.0
0.0,0.0
0.2,0.2
0.0,0.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,0.1
0.0,0.4
0.05,1.0
0.15,1.0
0.9,1.0
0.0,0.0
0.1,1.0
0.05,1.0
0.0,1.0
1.0,1.0
0.0,1.0
0.0,0.0
0.0,1.0
0.0,1.0
0.0,0.05
0.0,1.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
